source_system,client_id,snapshot_ts,po_internal_id,po_number,vendor_id,inbound_shipment_number,inbound_shipment_status,item_internal_id,quantity_inbound,expected_shipping_date,actual_shipping_date,expected_delivery_date,actual_delivery_date,available_for_sale_date,location_id
netsuite,vonderk,2026-07-22 09:54,362792,OC_ME-250,8444,INBSHIP245,Para enviar,9722,3000,,,,,,
netsuite,vonderk,2026-07-22 09:54,362792,OC_ME-250,8444,INBSHIP245,Para enviar,9785,540,,,,,,
netsuite,vonderk,2026-07-22 09:54,362792,OC_ME-250,8444,INBSHIP245,Para enviar,9726,1008,,,,,,
netsuite,vonderk,2026-07-22 09:54,362792,OC_ME-250,8444,INBSHIP245,Para enviar,9726,1008,,,,,,
netsuite,vonderk,2026-07-22 09:54,362792,OC_ME-250,8444,INBSHIP245,Para enviar,12660,2000,,,,,,
netsuite,vonderk,2026-07-22 09:54,356270,OC_ME-249,8444,INBSHIP244,Para enviar,12625,10,,,,,,
netsuite,vonderk,2026-07-22 09:54,356270,OC_ME-249,8444,INBSHIP243,Para enviar,12136,50,,,,,,
netsuite,vonderk,2026-07-22 09:54,356270,OC_ME-249,8444,INBSHIP243,Para enviar,12135,50,,,,,,
netsuite,vonderk,2026-07-22 09:54,356270,OC_ME-249,8444,INBSHIP243,Para enviar,12133,50,,,,,,
netsuite,vonderk,2026-07-22 09:54,356270,OC_ME-249,8444,INBSHIP243,Para enviar,12132,50,,,,,,
netsuite,vonderk,2026-07-22 09:54,356270,OC_ME-249,8444,INBSHIP243,Para enviar,12128,50,,,,,,
netsuite,vonderk,2026-07-22 09:54,356270,OC_ME-249,8444,INBSHIP243,Para enviar,12127,150,,,,,,
netsuite,vonderk,2026-07-22 09:54,348537,OC_ME-248,8444,INBSHIP241,Para enviar,12615,10,,,,,,
netsuite,vonderk,2026-07-22 09:54,348537,OC_ME-248,8444,INBSHIP241,Para enviar,12614,10,,,,,,
netsuite,vonderk,2026-07-22 09:54,348537,OC_ME-248,8444,INBSHIP241,Para enviar,12613,10,,,,,,
netsuite,vonderk,2026-07-22 09:54,348537,OC_ME-248,8444,INBSHIP241,Para enviar,12612,20,,,,,,
netsuite,vonderk,2026-07-22 09:54,348537,OC_ME-248,8444,INBSHIP241,Para enviar,12611,10,,,,,,
netsuite,vonderk,2026-07-22 09:54,348537,OC_ME-248,8444,INBSHIP241,Para enviar,12610,10,,,,,,
netsuite,vonderk,2026-07-22 09:54,348537,OC_ME-248,8444,INBSHIP241,Para enviar,12617,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,348537,OC_ME-248,8444,INBSHIP241,Para enviar,9990,500,,,,,,
netsuite,vonderk,2026-07-22 09:54,348537,OC_ME-248,8444,INBSHIP241,Para enviar,9991,250,,,,,,
netsuite,vonderk,2026-07-22 09:54,348537,OC_ME-248,8444,INBSHIP241,Para enviar,9288,250,,,,,,
netsuite,vonderk,2026-07-22 09:54,348537,OC_ME-248,8444,INBSHIP241,Para enviar,9283,330,,,,,,
netsuite,vonderk,2026-07-22 09:54,348537,OC_ME-248,8444,INBSHIP241,Para enviar,9780,700,,,,,,
netsuite,vonderk,2026-07-22 09:54,348537,OC_ME-248,8444,INBSHIP241,Para enviar,12609,200,,,,,,
netsuite,vonderk,2026-07-22 09:54,348537,OC_ME-248,8444,INBSHIP241,Para enviar,12608,200,,,,,,
netsuite,vonderk,2026-07-22 09:54,348537,OC_ME-248,8444,INBSHIP241,Para enviar,12616,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,348143,OC_ME-246,9866,INBSHIP240,En tránsito,10107,3000,13/07/2026,,25/08/2026,,02/09/2026,
netsuite,vonderk,2026-07-22 09:54,348143,OC_ME-246,9866,INBSHIP240,En tránsito,10109,1200,13/07/2026,,25/08/2026,,02/09/2026,
netsuite,vonderk,2026-07-22 09:54,348143,OC_ME-246,9866,INBSHIP240,En tránsito,12317,1500,13/07/2026,,25/08/2026,,02/09/2026,
netsuite,vonderk,2026-07-22 09:54,348143,OC_ME-246,9866,INBSHIP240,En tránsito,8876,1500,13/07/2026,,25/08/2026,,02/09/2026,
netsuite,vonderk,2026-07-22 09:54,348143,OC_ME-246,9866,INBSHIP240,En tránsito,12018,3000,13/07/2026,,25/08/2026,,02/09/2026,
netsuite,vonderk,2026-07-22 09:54,333013,OC_ME-231,9866,INBSHIP239,Para enviar,12386,102,,,,,,
netsuite,vonderk,2026-07-22 09:54,333013,OC_ME-231,9866,INBSHIP239,Para enviar,12377,160,,,,,,
netsuite,vonderk,2026-07-22 09:54,333013,OC_ME-231,9866,INBSHIP239,Para enviar,12379,104,,,,,,
netsuite,vonderk,2026-07-22 09:54,333013,OC_ME-231,9866,INBSHIP239,Para enviar,12383,500,,,,,,
netsuite,vonderk,2026-07-22 09:54,333013,OC_ME-231,9866,INBSHIP239,Para enviar,12606,150,,,,,,
netsuite,vonderk,2026-07-22 09:54,333013,OC_ME-231,9866,INBSHIP239,Para enviar,12607,150,,,,,,
netsuite,vonderk,2026-07-22 09:54,333013,OC_ME-231,9866,INBSHIP239,Para enviar,12594,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,9977,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,9927,350,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,9935,125,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,9936,100,,,,,,
